ContractId,CustomerId,ComplaintId,ContractDescription,ContractAmount,CurrencyCode,ContractEffectiveDate,ContractEndDate,ContractTerm,SLASchemeId,CustomerSegment,,,
42-2942011,1841686,964234,quis lectus suspendisse potenti in eleifend quam a odio in hac,1500,INR,2022-08-12,2020-11-22,21 Months,#374424,Empty,,,
15-7813105,1403203,1969188,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,350,INR,2022-07-22,2022-05-24,2 Months,#028460,Empty,,,
78-4405084,1448565,1528840,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,1500,INR,2023-08-08,2021-07-27,25 Months,#518387,Empty,,,
27-2292062,1538125,2283195,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,1500,INR,2022-12-04,2022-02-18,10 Months,#76f018,Empty,,,
59-6326710,1115975,1949163,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,350,INR,2021-05-23,2019-04-30,25 Months,#075aae,Empty,,,
32-8840452,1230615,1535285,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,650,INR,2022-11-11,2021-08-19,15 Months,#a8686c,Empty,,,
09-8736997,1841503,900249,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,350,INR,2021-10-18,2021-06-14,4 Months,#e3ba16,Empty,,,
80-6991587,1321123,11621,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,350,INR,2022-05-29,2021-10-06,8 Months,#43ed07,Empty,,,
13-3378453,1691733,1964349,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,650,INR,2020-08-17,2021-08-03,12 Months,#be5786,Empty,,,
29-9650263,1680095,2151578,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,950,INR,2023-04-10,2022-03-18,13 Months,#8e7951,Empty,,,
18-7207051,1660328,2381695,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,1500,INR,2020-11-23,2019-11-06,13 Months,#3efb30,Empty,,,
81-3750900,1187072,1739551,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,350,INR,2023-09-10,2019-11-21,46 Months,#db4e38,Empty,,,
14-5957496,1460273,1297495,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,1500,INR,2021-07-15,2021-12-04,5 Months,#d66cda,Empty,,,
66-3234011,1138817,1185862,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,650,INR,2020-10-10,2022-10-20,25 Months,#fac808,Empty,,,
68-5489034,1628583,2416625,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,1500,INR,2023-10-27,2020-01-02,46 Months,#3663c4,Empty,,,
39-0582050,1734823,993459,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,1500,INR,2021-02-28,2020-09-06,6 Months,#a4f090,Empty,,,
41-2956525,1280180,517631,non mi integer ac neque duis bibendum morbi non quam nec dui luctus,350,INR,2022-12-12,2020-02-01,35 Months,#643b17,Empty,,,
46-2403178,1279502,1560214,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,950,INR,2020-04-18,2022-05-29,26 Months,#52107b,Empty,,,
50-6918363,1699886,1481001,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,1500,INR,2023-06-05,2019-12-28,42 Months,#a122e2,Empty,,,
82-2093789,1183811,2405807,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1500,INR,2023-08-15,2019-08-06,49 Months,#5cc15b,Empty,,,
38-2713601,1775311,2005404,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,1500,INR,2020-08-02,2020-11-26,4 Months,#867930,Empty,,,
45-8151995,1770037,1688961,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,350,INR,2023-09-25,2020-06-02,40 Months,#980f7d,Empty,,,
91-1566558,1420832,1831691,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,1500,INR,2022-02-08,2021-08-03,6 Months,#f6c4c9,Empty,,,
07-3228715,1388983,1723060,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,650,INR,2022-01-28,2019-09-19,29 Months,#fa8e18,Empty,,,
94-9117421,1827797,2020523,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,1500,INR,2020-09-20,2019-10-11,12 Months,#b2b418,Empty,,,
14-5522995,1758397,523690,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,1500,INR,2022-06-09,2020-06-13,24 Months,#4435b9,Empty,,,
25-1879168,1126090,1853003,bibendum morbi non quam nec dui luctus rutrum nulla tellus,350,INR,2023-01-28,2022-05-04,9 Months,#d3d465,Empty,,,
18-1006793,1653715,2421775,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,950,INR,2020-06-25,2021-01-23,7 Months,#3c4fbf,Empty,,,
88-2526487,1534783,2201719,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,950,INR,2022-09-07,2022-01-17,8 Months,#7129ed,Empty,,,
67-5045616,1705627,829051,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,1500,INR,2021-01-28,2019-11-09,15 Months,#15ab79,Empty,,,
81-5859659,1156764,2418794,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,350,INR,2022-01-31,2021-05-11,9 Months,#61ad52,Empty,,,
35-2059215,1351247,37224,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,1500,INR,2022-11-01,2020-09-25,26 Months,#20ea66,Empty,,,
57-4892902,1324848,2158698,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,650,INR,2020-10-12,2021-10-04,12 Months,#e957b8,Empty,,,
42-3628536,1706494,182479,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,350,INR,2021-12-23,2021-03-29,9 Months,#6e1f1f,Empty,,,
96-7586808,1325093,798528,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,650,INR,2020-05-18,2019-11-03,7 Months,#0f0db7,Empty,,,
67-5930391,1168078,82678,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,650,INR,2022-11-02,2022-10-30,0 Months,#b3f204,Empty,,,
41-5371226,1625627,768058,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,950,INR,2023-06-27,2021-01-15,30 Months,#b67c6c,Empty,,,
48-9014281,1645519,2480232,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,950,INR,2021-07-02,2020-06-09,13 Months,#f3429f,Empty,,,
01-1005446,1308726,1020883,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,350,INR,2020-09-22,2019-10-10,12 Months,#5dd88e,Empty,,,
79-6982992,1460398,147148,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,350,INR,2020-08-23,2019-07-06,14 Months,#eb1ec8,Empty,,,
64-7824588,1802699,992626,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,950,INR,2020-04-03,2020-10-30,7 Months,#cfcdd7,Empty,,,
60-4348502,1693215,1835828,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,650,INR,2022-05-26,2019-09-18,33 Months,#98183c,Empty,,,
67-6114233,1493175,474128,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,350,INR,2022-05-31,2022-02-21,3 Months,#f32903,Empty,,,
49-4406579,1387043,1840674,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,1500,INR,2021-12-18,2021-05-28,7 Months,#d7e66e,Empty,,,
57-8721849,1603493,1331806,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,1500,INR,2022-03-28,2022-06-28,3 Months,#854ae9,Empty,,,
53-8427952,1807486,221633,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,950,INR,2022-11-10,2019-04-27,43 Months,#02fe0f,Empty,,,
68-2843195,1543290,658098,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,950,INR,2022-03-12,2022-08-01,5 Months,#cb0023,Empty,,,
02-4421446,1468750,418678,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,950,INR,2022-07-21,2019-06-26,37 Months,#848131,Empty,,,
90-8889407,1849580,2187992,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,350,INR,2020-09-14,2019-12-26,9 Months,#e7108c,Empty,,,
88-2382702,1855241,2047780,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,350,INR,2021-05-07,2019-07-02,23 Months,#e16beb,Empty,,,
04-7032330,1709944,1074991,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,350,INR,2021-12-19,2019-07-16,30 Months,#c1f56c,Empty,,,
65-1702821,1781381,2387605,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,350,INR,2023-07-27,2020-11-30,32 Months,#e5204d,Empty,,,
32-2529080,1505411,1421473,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,650,INR,2023-01-04,2019-05-01,45 Months,#045164,Empty,,,
08-9546509,1662647,1417629,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,1500,INR,2021-04-24,2020-08-19,8 Months,#a8b45b,Empty,,,
07-3011688,1277108,163643,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,950,INR,2023-10-04,2019-08-25,50 Months,#6f4881,Empty,,,
46-5056076,1632379,1252115,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,350,INR,2023-02-12,2021-04-08,23 Months,#9eb65d,Empty,,,
39-7332373,1232889,1271988,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,950,INR,2022-12-21,2019-04-24,45 Months,#7f8fd5,Empty,,,
96-8920918,1729265,829364,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,650,INR,2021-01-19,2019-07-12,19 Months,#ca2249,Empty,,,
98-1398843,1266769,1740552,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,650,INR,2021-05-30,2021-10-14,5 Months,#4191d3,Empty,,,
30-8343552,1457378,1921851,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,650,INR,2021-08-22,2019-07-08,26 Months,#00f1fe,Empty,,,
98-5223550,1241829,2373228,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,950,INR,2022-12-17,2021-07-25,17 Months,#e537cd,Empty,,,
52-6963403,1586696,2425815,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,350,INR,2022-04-02,2019-06-12,34 Months,#527803,Empty,,,
07-8679605,1878718,156975,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,650,INR,2020-05-07,2021-12-21,20 Months,#b338a9,Empty,,,
20-3377255,1613024,1524019,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,650,INR,2022-08-16,2021-11-08,9 Months,#c7c1f9,Empty,,,
63-8684912,1781216,1422283,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,1500,INR,2022-02-07,2020-06-02,21 Months,#4128a7,Empty,,,
14-6904952,1529476,283132,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,350,INR,2023-05-26,2022-02-17,15 Months,#301cd9,Empty,,,
56-4994460,1680133,555846,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,650,INR,2023-08-10,2022-09-08,11 Months,#e57902,Empty,,,
78-4999044,1671701,1394154,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,950,INR,2020-12-02,2020-10-27,1 Months,#38c3b0,Empty,,,
99-2552638,1698484,1707140,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,950,INR,2023-06-04,2020-07-31,35 Months,#1d7a90,Empty,,,
61-6276803,1482932,942173,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,650,INR,2023-06-13,2022-07-18,11 Months,#766778,Empty,,,
94-1608201,1332984,1390443,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,1500,INR,2023-04-21,2019-08-06,45 Months,#6a7a62,Empty,,,
27-6397169,1280672,469799,id mauris vulputate elementum nullam varius nulla facilisi cras non velit,950,INR,2021-07-25,2019-07-05,25 Months,#e484a9,Empty,,,
41-2439825,1622064,2475321,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,650,INR,2021-03-10,2022-04-04,13 Months,#d8d6ac,Empty,,,
11-3349346,1593121,2490991,massa donec dapibus duis at velit eu est congue elementum in,1500,INR,2023-07-16,2019-07-07,49 Months,#96fb80,Empty,,,
81-1509299,1128002,721000,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,350,INR,2022-06-25,2019-04-08,39 Months,#dc9fd9,Empty,,,
22-4597545,1761229,1134531,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,650,INR,2021-12-21,2020-06-01,19 Months,#544db8,Empty,,,
57-0017070,1564360,2437392,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,1500,INR,2021-08-01,2021-09-12,1 Months,#3021b6,Empty,,,
13-3677216,1749949,1527750,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,950,INR,2023-01-01,2022-07-19,6 Months,#e26305,Empty,,,
60-9750798,1468094,1299885,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,350,INR,2022-06-23,2021-03-19,15 Months,#98eae6,Empty,,,
03-4024582,1857654,1364461,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,350,INR,2022-08-26,2020-02-10,31 Months,#d779d3,Empty,,,
39-5988458,1785759,868341,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,950,INR,2022-09-18,2020-05-03,29 Months,#0862d1,Empty,,,
96-4544972,1596358,1840666,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,950,INR,2020-04-09,2022-05-30,26 Months,#550491,Empty,,,
28-0493227,1515190,1413306,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,950,INR,2022-11-01,2019-11-15,36 Months,#f5f064,Empty,,,
72-9781937,1720597,1511022,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,350,INR,2021-08-11,2021-07-05,1 Months,#a8d497,Empty,,,
70-1971407,1487170,1587690,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,950,INR,2022-09-15,2022-10-20,1 Months,#0ac59d,Empty,,,
90-5353725,1570458,2278929,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,950,INR,2022-12-08,2019-05-22,43 Months,#24fb9d,Empty,,,
80-2792104,1216325,1914423,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,650,INR,2022-01-24,2022-06-25,5 Months,#5be0a8,Empty,,,
84-3807415,1810247,2086775,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,1500,INR,2020-04-30,2021-09-03,16 Months,#80d8d5,Empty,,,
76-2155354,1303121,1282972,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,950,INR,2022-08-04,2020-05-05,27 Months,#b5b111,Empty,,,
78-7560151,1755306,1306571,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,950,INR,2022-10-20,2022-07-21,3 Months,#81f088,Empty,,,
12-8960201,1429938,110,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,1500,INR,2022-01-02,2021-01-07,12 Months,#6a6152,Empty,,,
55-2004408,1255291,2371642,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,650,INR,2023-03-02,2020-01-14,38 Months,#97004b,Empty,,,
57-9986455,1766084,2282562,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,650,INR,2021-08-13,2020-02-25,18 Months,#6a28c3,Empty,,,
18-4860284,1598979,37,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,650,INR,2021-03-29,2020-11-08,5 Months,#810764,Empty,,,
80-1463360,1700009,309231,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,1500,INR,2021-06-19,2020-04-26,14 Months,#269e4f,Empty,,,
11-2238558,1591456,1835183,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,650,INR,2023-02-23,2020-12-28,26 Months,#0f68a3,Empty,,,
95-2242459,1444099,2183588,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,1500,INR,2022-05-11,2020-09-16,20 Months,#7fd9dd,Empty,,,
00-5671424,1627604,636245,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,950,INR,2020-06-19,2020-01-11,5 Months,#30ea8b,Empty,,,
57-0975613,1533746,73764,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,650,INR,2020-12-30,2021-10-16,10 Months,#3db584,Empty,,,
