UserId,EventType,SessionStart,Timezone,Subscribed,Platform,PartnerId,ApplicationVersion,Location,Hardware,OperatingSystem,PremiumContentType,NetworkType,ConnectionSpeed,VideoType,PlayerName,PlayerVersion,ContentFormat,DRM,CDN,DeliveryProtocol,Playing_rate,StartingBitrate,Video_resolution,Start_position,End_position,DeviceId,Video_position,Duration
nobrien,play,2021-08-07 01:43:33,Asia/Tokyo,TRUE,Android,sonyliv,4.3,Purnia[21],Android TV,Android,No,DSL,51.65744424,Series,,,HLS,PlayReady,Akamai,Cloudfront,,8.5,4K,00:14,00:23,503NO-C99h6-3E8MO-wJ1ew,00:16,130
gchen,skip,2021-06-14 16:33:02,Asia/Makassar,FALSE,Browser,sonyliv,2.4,Dehri[28],PC/Laptop,Windows,No,DSL,26.64729304,Series,,,DASH,Widevine,Cloudfront,Akamai,,8.2,480p,00:13,00:25,503NO-C99h6-3E8MO-wJ1ew,00:17,234
weaverdavid,pause,2021-07-27 12:44:40,Africa/Bujumbura,TRUE,iOS,sonyliv,6.1,Anantnag,iPad,iOS,Yes,Mobile,71.5599865,Movie,,,DASH,PlayReady,Cloudfront,Akamai,,9.6,720p,00:00,02:08,222Xc-e40F4-8T6hA-dq0eP,00:47,2786
margaret15,play,2021-01-31 04:06:47,Europe/Istanbul,TRUE,Android,sonyliv,2.9,Siliguri,Android TV,Android,Yes,DSL,40.06874083,Series,,,DASH,PlayReady,Akamai,Akamai,,9,4K,00:25,00:48,710UL-w31O1-8R5xi-oz2HP,00:42,1032
aadams,stop,2021-10-17 11:20:52,Africa/Sao_Tome,TRUE,FireTV,sonyliv,5.7,Vellore,FireTV,Android,Yes,Mobile,88.70615791,Documentary,,,HLS,PlayReady,Akamai,Akamai,,9.3,2K,00:10,01:14,012JJ-g83C5-1x9Hz-fU9gP,00:42,1949
hernandeztodd,skip,2021-01-19 12:02:17,Pacific/Efate,TRUE,Browser,sonyliv,3.1,Anantapur,PC/Laptop,Linux/Unix,Yes,DSL,5.875144492,Movie,,,HLS,PlayReady,Akamai,Cloudfront,,8.3,720p,02:12,02:14,438mf-y58Q5-3e3wS-Si6Yq,02:13,44
michael97,skip,2021-07-05 16:14:30,Africa/Cairo,FALSE,Browser,sonyliv,2,Jalgaon,PC/Laptop,Windows,No,DSL,16.76053777,Documentary,,,HLS,PlayReady,Cloudfront,Akamai,,6.5,480p,00:29,01:10,134sx-v03E5-2r1QQ-BM9Jk,00:46,1019
haleymichael,pause,2021-03-09 00:21:58,America/Guatemala,TRUE,FireTV,hotstar,6.3,Saharanpur,FireTV,Android,Yes,DSL,2.386437853,Documentary,,,HLS,PlayReady,Cloudfront,Cloudfront,,8.5,480p,00:00,01:11,054Zh-b10M3-2G8Tp-AS3gL,00:53,3187
wileyjose,stop,2021-04-02 01:08:25,Africa/Banjul,TRUE,Android,hotstar,4.8,Udaipur,Android TV,Android,Yes,Mobile,86.37810025,Movie,,,HLS,Widevine,Akamai,Akamai,,6.4,480p,00:42,02:12,131Zo-a55I4-7W1Ip-tj8KV,01:46,3815
gutierrezdonna,pause,2021-07-09 12:14:41,America/Lima,FALSE,Browser,hotstar,3.5,Singrauli,PC/Laptop,MacOS,No,DSL,95.0915504,Series,,,HLS,PlayReady,Akamai,Cloudfront,,9.2,4K,00:41,00:44,754xy-Z92d2-3A6Mj-pH3Jh,00:44,177
rivascody,skip,2021-04-16 23:12:44,America/Boa_Vista,FALSE,Android,sonyliv,6.4,Chandigarh,Android Phone,Android,Yes,Mobile,65.38202254,Documentary,,,DASH,PlayReady,Akamai,Cloudfront,,5.6,480p,00:26,01:08,568tZ-e96J7-4C6EF-Iy5dP,00:43,1018
garciajames,pause,2021-08-18 01:25:39,Europe/Vaduz,FALSE,FireTV,hotstar,4,Gangavathi,FireTV,Android,No,Mobile,83.07490652,Movie,,,HLS,PlayReady,Cloudfront,Cloudfront,,8.2,480p,00:43,02:54,216GK-n17i1-6x7kd-Do5jk,01:46,3749
darrellcooke,pause,2021-08-13 14:10:39,Asia/Muscat,FALSE,FireTV,hotstar,4.9,Aligarh,FireTV,Android,Yes,Mobile,44.15161394,Series,,,HLS,PlayReady,Cloudfront,Akamai,,5.6,720p,00:38,00:54,992zx-g77A5-4w5or-gg4ss,00:39,46
jeandyer,play,2021-01-12 00:56:29,Europe/Skopje,FALSE,iOS,hotstar,2.2,Mira-Bhayandar,iPad,iOS,No,Mobile,80.27957939,Documentary,,,DASH,Widevine,Akamai,Cloudfront,,5,480p,01:16,01:27,715Ux-f46l5-8L2JF-lW4df,01:26,613
xgreen,stop,2021-07-05 06:20:14,Asia/Baghdad,FALSE,Browser,hotstar,5.6,Chhapra,PC/Laptop,Linux/Unix,Yes,Mobile,56.2937139,Series,,,DASH,PlayReady,Cloudfront,Akamai,,8.8,480p,00:00,00:25,865vl-e14N4-8i5HH-iT5iW,00:23,1359
zthompson,stop,2021-06-23 10:04:52,Asia/Damascus,TRUE,Android,hotstar,4.8,Kanpur,Android TV,Android,No,DSL,14.97159135,Series,,,HLS,Widevine,Akamai,Akamai,,8.1,720p,00:18,00:35,287oD-L75w8-2W7iW-LN1YR,00:22,244
nicole17,skip,2021-07-23 19:07:58,America/Guatemala,TRUE,Browser,hotstar,4.4,Rampur,PC/Laptop,Windows,No,Mobile,89.51847854,Documentary,,,DASH,Widevine,Cloudfront,Cloudfront,,8.5,480p,01:00,01:27,418ti-I45U0-2o5dk-ow1zX,01:08,475
dgross,play,2021-02-16 03:34:01,America/Port_of_Spain,TRUE,iOS,hotstar,4.9,Sambalpur,Apple TV,iOS,No,Mobile,82.29167333,Documentary,,,HLS,PlayReady,Akamai,Akamai,,7.1,480p,00:47,01:04,367mb-i36G6-3d6Vb-qX9fz,00:56,575
cindyhughes,skip,2021-03-23 10:52:22,Europe/Andorra,TRUE,FireTV,sonyliv,4.5,North Dum Dum,FireTV,Android,No,DSL,83.91894484,Series,,,DASH,PlayReady,Cloudfront,Akamai,,9.6,1080p,00:25,00:35,902Pw-R55c0-5S5FD-Yo0bN,00:31,353
rose31,skip,2021-08-22 18:22:42,Pacific/Apia,TRUE,Android,sonyliv,5.8,Jammu[14],Android Phone,Android,Yes,DSL,80.92833844,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,10,480p,00:47,01:47,533QX-m44f6-8f8qC-nc4rr,01:19,1873
lesteraaron,play,2021-03-09 04:03:11,Asia/Rangoon,TRUE,FireTV,hotstar,4.6,Saharanpur,FireTV,Android,Yes,DSL,32.87460187,Series,,,DASH,Widevine,Cloudfront,Cloudfront,,5.2,480p,00:20,00:36,593lN-X63x2-4O1cL-Df9ch,00:26,347
gscott,play,2021-04-17 05:44:11,Africa/Bissau,TRUE,Android,sonyliv,5,Amaravati,Android TV,Android,No,DSL,15.08369987,Movie,,,DASH,Widevine,Cloudfront,Cloudfront,,10,720p,00:40,02:06,027pA-n21o8-4y7VZ-Nx3Di,01:41,3675
scottmckee,skip,2021-02-08 05:56:03,Europe/Madrid,TRUE,FireTV,sonyliv,4.9,Navi Mumbai,FireTV,Android,Yes,Mobile,54.55521113,Movie,,,DASH,PlayReady,Akamai,Akamai,,7.6,2K,01:17,02:55,833YZ-Y74r5-5B3DY-DY7zZ,02:36,4735
douglas42,pause,2021-08-17 04:34:49,Africa/Niamey,TRUE,Android,hotstar,5.7,Puri,Android Phone,Android,No,DSL,20.07304058,Movie,,,DASH,Widevine,Cloudfront,Akamai,,5.3,720p,01:50,02:16,211Rr-G16j4-6V5dR-sH2zk,01:51,60
qberry,play,2021-10-22 08:45:47,Asia/Tbilisi,FALSE,FireTV,hotstar,4.7,Mira-Bhayandar,FireTV,Android,No,DSL,1.342437242,Documentary,,,DASH,PlayReady,Cloudfront,Cloudfront,,6,4K,00:20,01:01,881qi-r79k6-3G0st-SZ6yf,00:29,499
david15,skip,2021-05-11 10:26:18,Europe/Bucharest,TRUE,Android,hotstar,5.7,Budaun,Android Phone,Android,No,Mobile,56.76564203,Documentary,,,HLS,PlayReady,Cloudfront,Akamai,,5.9,480p,00:49,01:23,222fC-J09p7-6I6Bs-TM8qm,00:57,478
benjamin40,skip,2021-06-16 04:36:33,America/Guatemala,FALSE,FireTV,sonyliv,3.2,Alwar,FireTV,Android,Yes,DSL,12.02550694,Documentary,,,HLS,Widevine,Cloudfront,Akamai,,5,1080p,00:01,01:10,828QB-y48W6-8n7jR-Yn6mA,00:36,2116
sharonfisher,pause,2021-04-09 00:44:59,Asia/Jayapura,FALSE,Browser,hotstar,5.4,Mirzapur,PC/Laptop,MacOS,Yes,Mobile,64.39645398,Documentary,,,HLS,PlayReady,Akamai,Cloudfront,,6.7,1080p,00:31,01:03,105EU-p37X5-7Z1Jt-ul9Wr,00:33,118
joshuagriffin,stop,2021-04-06 15:51:25,Europe/Oslo,TRUE,FireTV,hotstar,4.7,Sri Ganganagar,FireTV,Android,Yes,DSL,20.57385262,Series,,,HLS,PlayReady,Akamai,Akamai,,9.7,720p,00:32,00:56,098Dk-C65a0-1C5of-sC9Se,00:42,634
shawn06,play,2021-02-03 21:46:14,Asia/Kashgar,FALSE,FireTV,hotstar,3.9,Motihari[31],FireTV,Android,No,Mobile,7.145201043,Documentary,,,HLS,Widevine,Cloudfront,Akamai,,5.8,480p,00:01,01:25,329Zo-Q36T2-7L6jU-rO2mD,00:06,294
bfoster,play,2021-05-17 17:31:12,Africa/Accra,TRUE,Browser,sonyliv,2.8,Bijapur,PC/Laptop,MacOS,Yes,DSL,83.30742349,Documentary,,,DASH,Widevine,Cloudfront,Cloudfront,,6.5,480p,00:30,01:10,736De-a83g8-8e8wL-ld2IH,00:54,1413
randall60,stop,2021-07-18 08:00:47,Africa/Mogadishu,TRUE,Browser,sonyliv,4.1,Moradabad,PC/Laptop,Windows,Yes,Mobile,73.29360661,Documentary,,,DASH,Widevine,Akamai,Cloudfront,,6.8,480p,00:32,01:11,718tP-M31E8-1a4Xq-wm2fJ,01:09,2204
mcintoshjennifer,pause,2021-08-16 07:53:52,Europe/Tallinn,TRUE,Android,hotstar,3.7,Madhyamgram,Android Phone,Android,No,DSL,10.58152752,Movie,,,DASH,Widevine,Akamai,Akamai,,7.9,480p,02:30,03:03,700AC-O34e9-0k5JG-Kh0GX,02:32,129
hcannon,skip,2021-06-09 04:47:28,Africa/Kampala,FALSE,FireTV,hotstar,6.7,Shivpuri,FireTV,Android,Yes,Mobile,66.26124792,Series,,,HLS,PlayReady,Cloudfront,Cloudfront,,6.4,480p,00:55,00:56,220PR-D52C8-6k2hQ-kL8gd,00:56,60
umontes,play,2021-02-01 10:06:34,Africa/Casablanca,FALSE,Android,sonyliv,1.8,Bangalore,Android TV,Android,No,Mobile,56.24998171,Documentary,,,DASH,PlayReady,Cloudfront,Cloudfront,,9,720p,00:28,01:14,005Ji-M46l5-8n3sg-CJ5dR,00:51,1374
jamie50,pause,2021-09-18 13:51:33,Asia/Nicosia,TRUE,FireTV,sonyliv,5.6,Kottayam,FireTV,Android,No,DSL,85.84627676,Series,,,HLS,PlayReady,Akamai,Akamai,,9.1,480p,00:33,00:34,553yg-W81A2-1S5HZ-RP3hO,00:33,44
amy14,play,2021-05-25 13:40:28,Asia/Taipei,FALSE,Android,hotstar,4.3,Raipur,Android Phone,Android,Yes,Mobile,98.61876474,Movie,,,HLS,Widevine,Cloudfront,Akamai,,7.6,1080p,00:53,01:46,028BR-X22q9-8s7pI-mE5EA,01:27,2025
sullivanricardo,pause,2021-08-08 08:25:25,Atlantic/Cape_Verde,FALSE,iOS,sonyliv,4.1,Bhatpara,iPhone,iOS,Yes,Mobile,97.67371539,Documentary,,,HLS,Widevine,Cloudfront,Cloudfront,,5.5,1080p,01:01,01:09,988eK-U86U2-2Q5AW-gq5Py,01:07,330
wilcoxgail,skip,2021-02-09 02:44:23,America/Regina,FALSE,Browser,sonyliv,5.5,Imphal,PC/Laptop,Linux/Unix,No,Mobile,53.87008827,Documentary,,,DASH,Widevine,Cloudfront,Cloudfront,,6.4,480p,00:52,01:15,526vi-v00r3-5U1cg-YB8HD,01:13,1276
bcole,play,2021-03-21 17:36:50,Asia/Kabul,TRUE,FireTV,sonyliv,1.3,Mirzapur,FireTV,Android,No,Mobile,3.168799861,Series,,,DASH,Widevine,Cloudfront,Akamai,,9.5,720p,00:08,00:25,054gp-v12D1-7d3iM-sG8qA,00:09,38
alicia36,play,2021-10-31 04:54:48,Africa/Tunis,FALSE,Browser,hotstar,6.9,Gandhinagar,PC/Laptop,Windows,No,DSL,87.11408729,Documentary,,,DASH,PlayReady,Akamai,Akamai,,7.7,720p,01:00,01:02,122mb-Z08Q3-2j9ij-MM5Uu,01:02,136
scottshields,skip,2021-04-20 06:39:28,America/Tijuana,TRUE,Android,hotstar,3.9,Kavali,Android TV,Android,No,Mobile,62.94818659,Movie,,,HLS,PlayReady,Akamai,Akamai,,6.8,720p,00:55,02:28,074Ww-P80m1-8j0ee-dk4iQ,01:58,3753
tammywood,pause,2021-01-14 05:21:48,Pacific/Kwajalein,TRUE,Browser,hotstar,4.9,Nadiad,PC/Laptop,Windows,No,Mobile,93.81876951,Documentary,,,DASH,PlayReady,Akamai,Cloudfront,,8.1,480p,00:46,01:17,969vu-n47f5-7O3eZ-ku7ej,01:14,1687
awilliams,pause,2021-04-14 06:19:13,Africa/Tunis,TRUE,Browser,sonyliv,6.9,Bijapur,PC/Laptop,MacOS,Yes,DSL,18.6391138,Documentary,,,HLS,PlayReady,Akamai,Cloudfront,,7.5,2K,01:20,01:22,887zH-p02S1-9m7Zq-as5NM,01:21,89
nlee,skip,2021-05-04 14:39:25,America/Tegucigalpa,FALSE,iOS,sonyliv,4.8,Kota[6],iPhone,iOS,No,DSL,70.79519069,Movie,,,DASH,Widevine,Cloudfront,Cloudfront,,7.9,480p,00:09,02:47,389qH-D80P6-5G7aL-iT2jb,00:22,806
fgonzalez,play,2021-05-20 20:12:43,America/Guatemala,TRUE,iOS,sonyliv,2.8,Cuttack,iPhone,iOS,Yes,Mobile,23.6487657,Series,,,HLS,Widevine,Cloudfront,Cloudfront,,9.4,2K,00:14,00:21,573PN-m40R1-4l6cN-RX4AX,00:19,317
jermainewallace,stop,2021-07-25 07:47:32,Asia/Thimphu,FALSE,Android,sonyliv,3.7,Kishanganj[32],Android Phone,Android,No,Mobile,12.79478059,Documentary,,,DASH,Widevine,Cloudfront,Akamai,,7.7,480p,00:51,01:12,797oF-T38n6-3q6Vc-yQ3Kw,00:53,132
darrellthompson,stop,2021-07-06 13:47:35,Pacific/Palau,FALSE,iOS,sonyliv,2.4,Satara,iPhone,iOS,Yes,Mobile,2.810235093,Series,,,DASH,PlayReady,Akamai,Cloudfront,,6.8,480p,00:17,00:54,312da-O53N7-8R1mR-qH4iB,00:48,1872
clarkthomas,pause,2021-05-29 22:20:00,Africa/Mogadishu,TRUE,Android,hotstar,3,Shimoga,Android Phone,Android,No,Mobile,20.7800239,Movie,,,DASH,Widevine,Cloudfront,Cloudfront,,6.4,720p,00:02,01:51,628SA-G80S0-0u3rT-Rt2Ao,00:03,40
brownchristina,skip,2021-05-08 18:48:20,Europe/Podgorica,TRUE,Browser,sonyliv,1,Rajarhat,PC/Laptop,Linux/Unix,Yes,DSL,6.291827347,Movie,,,HLS,PlayReady,Akamai,Akamai,,9.3,4K,00:16,02:50,190lo-k47F6-3z1it-iq8lQ,00:31,900
thomasvargas,stop,2021-01-07 14:40:23,Africa/Bangui,FALSE,FireTV,hotstar,2.8,Tezpur,FireTV,Android,Yes,Mobile,60.89298117,Series,,,DASH,Widevine,Cloudfront,Cloudfront,,7.8,1080p,00:33,00:54,876uS-D12k1-2T4td-uW7ut,00:45,710
rmclean,pause,2021-10-17 16:48:50,Europe/Vatican,FALSE,iOS,sonyliv,5.7,Bahraich,iPad,iOS,Yes,Mobile,23.6524516,Series,,,DASH,Widevine,Akamai,Cloudfront,,9,480p,00:14,00:24,202pE-m98N2-4J3Gr-sB9hl,00:15,42
sharonfisher,pause,2021-01-17 13:48:06,America/Tegucigalpa,TRUE,Android,hotstar,5.3,Hindupur,Android TV,Android,No,DSL,18.78840899,Documentary,,,DASH,Widevine,Cloudfront,Akamai,,7.2,480p,00:18,01:16,935vV-r16b6-9q7yo-Sv5wy,01:05,2840
robin41,stop,2021-02-26 12:27:14,Atlantic/Cape_Verde,TRUE,FireTV,sonyliv,1.6,Bhusawal,FireTV,Android,Yes,Mobile,50.17756866,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,5,480p,00:21,01:06,413hC-N84N5-1h6oV-oK0uY,00:36,934
albertfriedman,stop,2021-06-13 20:26:09,Europe/Ljubljana,TRUE,iOS,hotstar,4.1,Machilipatnam,Apple TV,iOS,Yes,Mobile,92.3717631,Movie,,,HLS,PlayReady,Cloudfront,Cloudfront,,8.6,720p,00:06,02:26,650Tb-K17E0-2m5nM-le0QL,01:14,4064
hnguyen,skip,2021-03-02 12:40:01,Asia/Bahrain,FALSE,iOS,hotstar,3.6,Surendranagar Dudhrej,iPad,iOS,No,DSL,60.24527718,Movie,,,DASH,Widevine,Akamai,Cloudfront,,5.8,480p,00:49,02:25,953tj-b05o7-6I2YT-HV6Yp,01:16,1630
derek81,skip,2021-09-07 21:51:55,Europe/Minsk,FALSE,Browser,sonyliv,2.6,Tiruppur,PC/Laptop,MacOS,No,Mobile,16.85419124,Movie,,,HLS,PlayReady,Cloudfront,Cloudfront,,6.3,480p,01:00,02:42,568oc-U27j4-4H5EN-Cm9qf,01:10,579
mcbridecharles,pause,2021-07-11 18:14:20,America/Jamaica,FALSE,FireTV,sonyliv,2.6,Narasaraopet,FireTV,Android,Yes,Mobile,36.31225592,Series,,,DASH,Widevine,Akamai,Cloudfront,,5.8,720p,00:33,00:45,622df-a91v9-1m4Mx-fd7cl,00:40,420
kathylewis,skip,2021-02-13 05:01:12,Asia/Thimphu,FALSE,Android,sonyliv,5,Vadodara,Android TV,Android,Yes,DSL,4.892360163,Documentary,,,HLS,Widevine,Cloudfront,Cloudfront,,9.2,720p,00:50,01:21,271lk-n47m6-9d7dB-ug8HP,00:56,399
robertfreeman,pause,2021-02-17 22:21:21,Africa/Lubumbashi,TRUE,Browser,hotstar,3.8,Sagar,PC/Laptop,MacOS,Yes,Mobile,93.8624061,Series,,,DASH,Widevine,Cloudfront,Akamai,,5.9,480p,00:25,00:58,948DB-r51S7-4Z9Dq-aW8QD,00:30,293
gibsondaniel,skip,2021-04-06 15:49:52,America/Whitehorse,TRUE,Browser,hotstar,1.6,Rajahmundry[19][20],PC/Laptop,Linux/Unix,Yes,Mobile,55.94366349,Documentary,,,DASH,PlayReady,Akamai,Akamai,,8.7,2K,00:07,01:01,498xb-g55u1-0H1ne-fm4sO,00:52,2691
lcopeland,pause,2021-03-15 09:02:16,Asia/Taipei,FALSE,Android,sonyliv,6.8,Allahabad,Android Phone,Android,Yes,DSL,20.77500027,Movie,,,DASH,PlayReady,Akamai,Akamai,,10,720p,00:01,02:55,944qV-Z98X0-1i1HR-bB4gR,00:26,1528
dawnlittle,play,2021-08-26 20:00:22,Asia/Calcutta,FALSE,FireTV,hotstar,6,Mumbai,FireTV,Android,Yes,DSL,59.36270462,Movie,,,HLS,PlayReady,Akamai,Cloudfront,,7.1,1080p,01:20,03:06,345aE-x79F3-9B4gA-bs1XO,01:58,2271
gutierrezdonna,pause,2021-07-12 13:11:56,Europe/Bucharest,TRUE,Browser,hotstar,6.2,Deoghar,PC/Laptop,Linux/Unix,No,DSL,16.8822546,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,6.1,480p,00:28,01:20,025QZ-l66Y1-8Y5Ek-pS6Ig,00:35,415
beasleystephen,pause,2021-04-24 04:04:08,Asia/Riyadh,FALSE,iOS,sonyliv,5.7,Hosur,iPhone,iOS,Yes,Mobile,39.03187712,Documentary,,,DASH,Widevine,Akamai,Cloudfront,,5.8,720p,00:23,01:29,300fj-L14x1-1b3Ir-ix4AW,01:21,3516
jennifershah,stop,2021-09-16 13:22:24,Africa/Addis_Ababa,TRUE,FireTV,sonyliv,4.5,Munger,FireTV,Android,No,DSL,58.68241956,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,9.4,480p,00:00,01:07,953aM-l21K8-4M4Gl-KQ5Om,00:33,1982
ghines,stop,2021-07-07 20:58:19,America/Grenada,FALSE,Browser,sonyliv,1.8,Tiruvottiyur,PC/Laptop,Windows,Yes,DSL,1.426847149,Documentary,,,DASH,Widevine,Akamai,Akamai,,6.4,1080p,00:57,01:24,728YP-p81y4-6C6qP-mp6FQ,01:13,957
salazartammy,play,2021-03-28 01:50:02,Europe/Belgrade,FALSE,Android,sonyliv,5.3,Bihar Sharif,Android TV,Android,Yes,Mobile,15.66415524,Documentary,,,DASH,PlayReady,Cloudfront,Cloudfront,,9.1,480p,01:03,01:21,770xw-U89v7-9m5OG-YC5cl,01:08,320
nobrien,play,2021-02-14 02:33:29,Pacific/Tongatapu,FALSE,iOS,sonyliv,5.8,Ulhasnagar,Apple TV,iOS,No,DSL,90.29963094,Documentary,,,HLS,Widevine,Akamai,Cloudfront,,7.3,480p,00:28,01:03,311cM-H12S1-7u4KS-yn7Ay,00:49,1301
cfaulkner,pause,2021-07-08 00:06:41,America/Paramaribo,FALSE,iOS,sonyliv,6.4,Jamalpur[33],Apple TV,iOS,No,Mobile,86.37987048,Movie,,,DASH,PlayReady,Akamai,Akamai,,5.7,480p,01:03,02:05,860VL-E22e2-7Q5xb-dr4en,01:03,19
roy70,stop,2021-05-05 02:35:51,America/St_Kitts,FALSE,Browser,sonyliv,2.4,Karnal,PC/Laptop,Linux/Unix,No,Mobile,74.84790012,Documentary,,,DASH,Widevine,Cloudfront,Cloudfront,,8.6,480p,00:12,01:21,981Tk-K82I9-7V5aX-uz1ub,00:36,1435
gardnerbrooke,pause,2021-05-30 09:39:13,Asia/Manila,TRUE,Android,hotstar,2.7,Bally,Android Phone,Android,No,Mobile,43.25520248,Documentary,,,DASH,PlayReady,Akamai,Cloudfront,,7.4,4K,00:21,01:06,774Nv-f69a8-3e9ck-Ms0JD,00:58,2192
patricia12,stop,2021-08-18 05:26:03,America/Lima,FALSE,Android,sonyliv,2.8,Uzhavarkarai,Android Phone,Android,Yes,Mobile,55.17286043,Series,,,DASH,PlayReady,Cloudfront,Cloudfront,,8.9,480p,00:13,00:42,707Cz-l89B4-3i2Ms-ho1IY,00:41,1700
jacobmays,pause,2021-01-19 00:53:58,Africa/Gaborone,FALSE,FireTV,sonyliv,4.8,Haldia,FireTV,Android,Yes,Mobile,21.4674326,Movie,,,HLS,PlayReady,Akamai,Cloudfront,,9.1,480p,01:00,02:09,501vr-E39V3-8a7Nn-JD9gx,01:04,245
bjohnson,play,2021-06-17 03:53:46,Africa/Gaborone,FALSE,Browser,sonyliv,2.6,Buxar[34],PC/Laptop,Linux/Unix,No,DSL,96.27215365,Documentary,,,DASH,PlayReady,Cloudfront,Akamai,,8.1,720p,00:42,01:01,539kY-Q90M3-9D2Pq-Ff8eo,00:51,530
heather64,stop,2021-04-30 11:37:20,Africa/Kigali,TRUE,FireTV,sonyliv,4.2,Pudukkottai,FireTV,Android,No,Mobile,51.44751957,Documentary,,,DASH,Widevine,Akamai,Akamai,,8,480p,00:14,01:06,976Rz-D76Q9-8X0wV-Cw2Pc,00:16,129
amandamendez,stop,2021-07-28 08:21:35,Indian/Comoro,TRUE,FireTV,hotstar,1.1,Gangavathi,FireTV,Android,No,DSL,87.70580362,Series,,,HLS,PlayReady,Cloudfront,Akamai,,9.2,480p,00:22,00:31,649tj-h55k4-4U3ZB-Mt0hq,00:28,367
davidcantu,pause,2021-08-16 10:48:49,Europe/San_Marino,FALSE,FireTV,hotstar,3.2,Bhagalpur,FireTV,Android,No,Mobile,89.41432169,Series,,,HLS,PlayReady,Cloudfront,Akamai,,8.8,1080p,00:14,00:31,960RD-X49J6-7c3Vx-ru0QS,00:30,965
zwheeler,stop,2021-01-20 11:08:56,America/Manaus,FALSE,iOS,sonyliv,5.1,Asansol,Apple TV,iOS,Yes,Mobile,67.91836685,Movie,,,DASH,Widevine,Akamai,Akamai,,5.2,1080p,01:42,02:14,551LZ-n29R0-5X2CM-IY2SS,01:47,262
pmills,skip,2021-02-26 14:33:09,Asia/Pyongyang,FALSE,Android,sonyliv,4,Malegaon,Android TV,Android,No,DSL,65.30934038,Series,,,HLS,Widevine,Cloudfront,Cloudfront,,5.1,1080p,00:19,00:35,332Kf-n99J0-9V8hW-EK3xU,00:19,18
rodriguezamy,play,2021-07-10 01:31:49,Africa/Douala,FALSE,FireTV,hotstar,2.9,Allahabad,FireTV,Android,Yes,DSL,96.96756541,Series,,,HLS,Widevine,Cloudfront,Akamai,,9.6,4K,00:09,00:29,421Zv-y97A4-6Y5Iy-NI7hf,00:23,854
cassandrahall,skip,2021-05-11 10:03:00,Asia/Bahrain,FALSE,Android,sonyliv,1.8,Visakhapatnam[4],Android Phone,Android,No,Mobile,72.65617029,Series,,,DASH,Widevine,Cloudfront,Akamai,,8.5,2K,00:09,00:32,063mW-g75G9-8i8Oz-zS0qm,00:22,736
kimberlyclarke,skip,2021-08-28 10:34:23,Africa/Niamey,FALSE,Browser,hotstar,2.4,Surat,PC/Laptop,Linux/Unix,Yes,DSL,97.18174603,Movie,,,DASH,Widevine,Akamai,Akamai,,6.8,1080p,01:16,01:55,439Ti-a39y3-1k1UF-Hw0ML,01:16,6
emosley,stop,2021-02-27 05:56:30,Asia/Brunei,FALSE,iOS,sonyliv,3.9,Howrah,iPad,iOS,Yes,DSL,17.72957466,Movie,,,HLS,Widevine,Cloudfront,Cloudfront,,10,1080p,01:07,01:46,499OL-C98m3-5j0kz-ny2Wy,01:17,591
kenneth12,play,2021-04-22 08:25:49,Europe/Zurich,TRUE,Android,sonyliv,3.4,Mysore[7][8][9],Android TV,Android,Yes,DSL,80.24563122,Movie,,,HLS,Widevine,Akamai,Cloudfront,,9.9,480p,00:35,02:32,270lg-P34u5-8D0JY-uQ4DB,01:30,3278
matthewroberts,skip,2021-01-26 13:00:40,Africa/Windhoek,FALSE,Browser,sonyliv,1.2,Bhilwara,PC/Laptop,Linux/Unix,Yes,Mobile,83.27525293,Movie,,,HLS,PlayReady,Cloudfront,Akamai,,5.4,720p,00:02,02:43,605yQ-N40o0-8S1sN-jE8Ji,01:07,3902
brownchristina,play,2021-01-07 15:21:10,Asia/Thimphu,FALSE,Android,hotstar,5.7,Moradabad,Android Phone,Android,No,Mobile,92.63523501,Documentary,,,HLS,PlayReady,Akamai,Akamai,,7.1,720p,00:40,01:06,271Ip-S06N9-9u1RO-PE6pl,01:05,1508
joshuabell,play,2021-06-16 16:12:55,Pacific/Enderbury,FALSE,FireTV,sonyliv,3.9,Jaipur,FireTV,Android,Yes,DSL,70.64172036,Series,,,DASH,PlayReady,Akamai,Akamai,,7.8,720p,00:35,00:56,201oH-E80P1-4M0gF-cX2kv,00:44,565
michelle99,pause,2021-06-23 16:17:32,Europe/London,TRUE,FireTV,sonyliv,2.5,Narasaraopet,FireTV,Android,No,Mobile,3.819078676,Movie,,,HLS,Widevine,Cloudfront,Cloudfront,,7.4,480p,00:55,01:52,440QF-l09V9-5q1tj-QK2kf,01:14,1130
davidgarrett,stop,2021-01-01 09:03:01,America/Tegucigalpa,TRUE,FireTV,hotstar,1.1,Panipat,FireTV,Android,No,Mobile,50.05444143,Documentary,,,HLS,PlayReady,Cloudfront,Akamai,,7.5,480p,00:37,01:05,252pl-l58r8-0v3as-Au0Dx,00:49,703
angelajohnson,stop,2021-06-16 01:09:15,America/Guatemala,TRUE,iOS,hotstar,5.9,Deoghar,iPhone,iOS,Yes,Mobile,57.38392829,Series,,,HLS,Widevine,Akamai,Cloudfront,,5.2,480p,00:04,00:47,106dn-S05Z4-8y0FM-JW8sr,00:12,503
